"Abilene","Jackson Elementary School","School","1952"
"Abilene","Johnston Elementary School","School","N/A"
"Abilene","Lee Elementary School","School","1961"
"Alpine","General Lawrence “Sul” Ross","Monument","1963"
"Alpine","Confederate Colonel Henry P. Brewster","Monument/Courthouse","","1963"
"Amarillo","Confederate Monument","Monument","","1931"
"Amarillo","Lee Elementary School","School","","N/A"
"Aspermont","Stonewall County","County","","1888"
"Aspermont","County Named for Confederate","Monument/Courthouse","","1963"
"","Hero Stonewall Jackson","","",""
"Athens","Henderson County","Monument","","1964"
"","Confederate Momument","","",""
"Austin","Confederate Heroes Day
(State observed; skeleton","Holiday (January 19)","","N/A"
"","crew required)","","",""
"Austin","Albert Sidney Johnston Statue","Monument/Gov.Property","","1932"
"Austin","Confederate Soldiers Monument","Monument/Gov.Property","","1903"
"Austin","Hood’s Texas Brigade Monument","Monument/Gov.Property","","1910"
"Austin","John H. Reagan Statue","Monument/Gov.Property","","1932"
"Austin","Robert E. Lee Statue","Monument/Gov.Property","","1932"
"Austin","Terry’s Texas Rangers Monument","Monument/Gov.Property","","1907"
"Austin","Jeff Davis Avenue","Road/Street/Highway","","N/A"
"Austin","Robert E. Lee Road","Road/Street/Highway","","N/A"
"Austin","John H. Reagan High School","School","","1965"
"Austin","Lee Elementary School","School","","1939"
"Bastrop","Home Town of Texas Confederate","Monument/Courthouse","","1963"
"","Major Joseph D. Sayers","","",""
"Bay City","Confederate Monument","Monument/Courthouse","","1913"
"","","","","1993*"
"Baytown","Lee College","School","","1934"
"Baytown","Lee High School","School","","1928"
"Beaumont","Our Confederate Soldiers","Monument","","1912"
"Belton","Confederate Monument","Monument/Courthouse","","1916"
"Big Lake","Reagan County","County","","1903"
"Bonham","Confederate Monument","Monument/Courthouse","","1905"
"","","","","1993*"
"Brownfield","Terry County","County","","1904"
"Canadian","Hemphill County","County","","1877"
"Canyon","Randall County","County","","1889"
"Clarendon","Donley County","County","","1882"
"Clarksville","Confederate Soldier","Monument","","1912"
"Cleburne","Johnson County","County","","1867"
"Cleburne","Cleburne  Monument","Monument","","2010"
"Cleburne","City Named for Confederate","Monument/Courthouse","","1964"
"","General Patrick Cleburne","","",""
"Cleburne","Confederate Monument","Monument/Courthouse","","1917"
"Cleburne","City of Cleburne","Municipality","","1871"
"Coleman","Hometown of Texas Confederate","Monument","","1963"
"","Colonel James E. McCord","","",""
"Conroe","Beauregard Drive","Road/Street/Highway","","N/A"
"Conroe","Jubal Early Lane","Road/Street/Highway","","N/A"
"Conroe","Stonewall Jackson Drive","Road/Street/Highway","","N/A"
"Corsicana","A Call to Arms","Monument/Courthouse","","1909"
"Crowell","Foard County","County","1891"
"Cuero","General August C. Buchel Monument","Monument/Courthouse","1963"
"Dallas","General Robert E. Lee and Confederate Soldier Statue","Monument","1936"
"Dallas","Robert E. Lee Park","Park","N/A"
"Dallas","Albert Sidney Johnston Elementary School","School","N/A"
"Dallas","John H. Reagan Elementary School","School","N/A"
"Dallas","Robert E. Lee Elementary School","School","N/A"
"Dallas","Stonewall Jackson Elementary School","School","1939"
"Denton","Confederate Monument","Monument/Courthouse","1918"
"Denton","Lee Elementary School","School","1988"
"Eagle Pass","Robert E. Lee Elementary School","School","N/A"
"Edinburg","Lee Elementary School","School","N/A"
"El Paso","Hometown of Texas Confederate Captain James W. Magoffin","Monument","1964"
"El Paso","Major Simeon Hart","Monument","1964"
"El Paso","Robert E. Lee Road","Road/Street/Highway","N/A"
"El Paso","Lee Elementary School","School","N/A"
"Farmersville","Confederate Soldier","Monument","1917"
"Fort Davis","Jeff Davis County","County","1887"
"Fort Davis","City of Fort Davis","Municipality","N/A"
"Fort Davis","Fort Davis AEC School","School","N/A"
"Fort Davis","Fort Davis High School","School","N/A"
"Fort Hood","Fort Hood","Military Base","1942"
"Fort Worth","Confederate Monument","Monument/Courthouse","1953"
"Gainesville","Confederate Heroes","Monument","1908"
"Gainesville","Confederate Soldier Monument","Monument/Courthouse","1911"
"Gainesville","Robert E. Lee Intermediate School","School","N/A"
"Galveston","Dignified Resignation Monument","Monument/Courthouse","1912"
"Georgetown","Confederate Monument","Monument/Courthouse","1916"
"Giddings","Lee County","County","1874"
"Goldthwaite","Confederate Monument","Monument/Courthouse","1915"
"Gonzales","Confederate Monument","Monument/Courthouse","1909"
"Graham","Confederate Memorial","Monument/Courthouse","1916"
"Granbury","Hood County","County","1866"
"Granbury","City of Granbury","Municipality","1887"
"Grand Prairie","Robert E. Lee Elementary School","School","1948"
"Greenville","Confederate Soldier","Monument","1926"
"Hamilton","Stonewall Jackson Road","Road/Street/Highway","N/A"
"Hemphill","Confederate Street","Road/Street/Highway","N/A"
"Hemphill","Stonewall Street","Road/Street/Highway","N/A"
"Hillsboro","Confederate Soldier","Monument/Courthouse","1925"
"Holliday","Stonewall Jackson Camp 249","Monument","1999"
"Holliday","Stonewall Jackson Campground","Park","N/A"
"Holliday","Stonewall Road","Road/Street/Highway","N/A"
"Houston","Robert E. Lee Road","Road/Street/Highway","N/A"
"Houston","Robert Lee Road","Road/Street/Highway","","N/A"
"Houston","Davis High School","School","","1926"
"Houston","Dowling Middle School","School","","1968"
"Houston","Jackson Middle School","School","","1925"
"Houston","John H. Reagan High School","School","","1926"
"Houston","Johnston Middle School","School","","1959"
"Houston","Lee High School","School","","1962"
"Hunt","Robert E. Lee Road","Road/Street/Highway","","N/A"
"Huntsville","Walker County Civil War Memorial","Monument/Courthouse","","1956"
"Jacksonville","Jeff Davis Street","Road/Street/Highway","","N/A"
"Jefferson","Confederate Memorial","Monument/Courthouse","","1907"
"Jefferson","Confederate Soldier Statue","Monument/Courthouse","","1907"
"Kaufman","Confederate Monument","Monument/Courthouse","","1911"
"","","","","1955*"
"Kermit","Winkler County","County","","1910"
"Kermit","Colonel C.M. Winkler","Monument","","1963"
"Kermit","East Winkler Street","Road/Street/Highway","","N/A"
"Lakeside","Confederate Park Road","Road/Street/Highway","","N/A"
"Lancaster","Site of Confederate Arms Factory","Monument/Gov.Property","","1936"
"League City","Jeb Stuart Drive","Road/Street/Highway","","N/A"
"Levelland","Robert Lee Street","Road/Street/Highway","","N/A"
"Liberty","Confederate Street","Road/Street/Highway","","N/A"
"Livingston","Robert E. Lee Road","Road/Street/Highway","","N/A"
"Llano","Confederate Soldier Monument","Monument/Courthouse","","1916"
"Longview","Gregg County","County","","1873"
"Longview","Confederate Heroes","Monument/Courthouse","","1911"
"Marshall","Confederate Capitol of Missouri","Monument","","1963"
"Marshall","Confederate Monument","Monument","","1906"
"Marshall","Home of Last Texas Confederate Governor Pendleton Murrah","Monument","","1963"
"Marshall","Home Town of Texas Confederate General Elkanah Greer","Monument/Courthouse","","1963"
"Marshall","Jeff Davis Street","Road/Street/Highway","","N/A"
"Marshall","Stonewall Drive","Road/Street/Highway","","N/A"
"Marshall","Robert E. Lee Elementary School","School","","N/A"
"Memphis","WWI and Confederate Soldier Monument","Monument/Courthouse","","1924"
"Miami","Roberts County","County","","1889"
"Miami","Colonel O.M. Roberts","Monument","","1963"
"Midland","Lee Freshman High School","School","","1961"
"Midland","Lee High School","School","","1961"
"Missouri City","Beauregard Court","Road/Street/Highway","","N/A"
"Missouri City","Bedford Forrest Drive","Road/Street/Highway","","N/A"
"Missouri City","Breckinridge  Court","Road/Street/Highway","","N/A"
"Missouri City","Confederate Drive","Road/Street/Highway","","N/A"
"Missouri City","Pickett Place","Road/Street/Highway","","N/A"
"Mount Pleasant","Confederate Soldier Statue","Monument/Courthouse","","1911"
"Odessa","Ector County","County","","1891"
"Palestine","John H. Reagan Statue","Monument","","1911"
"Palestine","John H. Reagan Park","Park","N/A"
"Pampa","Gray County","County","1902"
"Paris","Confederate Monument (Jefferson","Monument/Courthouse","1903"
"","Davis, Robert E. Lee, Albert Sidney","",""
"","Johnston, Stonewall Jackson)","",""
"Pecos","Reeves County","County","1884"
"Perryton","Ochiltree County","County","1889"
"Port Arthur","Lee Elementary School","School","1959"
"Rankin","Upton County","County","1910"
"Richmond","Jeb Stuart Drive","Road/Street/Highway","N/A"
"Richmond","Jeff Davis Drive","Road/Street/Highway","N/A"
"Richmond","Stonewall Drive","Road/Street/Highway","N/A"
"Ridgley","Bedford Forrest Lane","Road/Street/Highway","N/A"
"Robert Lee","City of Robert Lee","Municipality","N/A"
"Robert Lee","Robert Lee Elementary School","School","N/A"
"Robert Lee","Robert Lee High School","School","N/A"
"Roma","Robert Lee Avenue","Road/Street/Highway","N/A"
"Rusk","Confederate Memorial","Monument/Courthouse","1907"
"San Angelo","Tom Green County","County","1875"
"San Angelo","Lee Middle School","School","1949"
"San Antonio","Confederate Monument","Monument","1900"
"San Antonio","Lest We Forget Our Dead","Monument","1899"
"San Antonio","Beauregard Street","Road/Street/Highway","N/A"
"San Antonio","Robert E. Lee Street","Road/Street/Highway","N/A"
"San Antonio","Lee High School","School","1958"
"Sanderson","Terrell County","County","1905"
"Sherman","Confederate Soldier","Monument","1897"
"Snyder","Scurry County","County","1884"
"Snyder","Texas Confederate William R.","Monument/Courthouse","1963"
"","Scurry Monument","",""
"Sonora","Sutton County","County","1890"
"Sterling City","Robert Lee Highway","Road/Street/Highway","N/A"
"Stonewall","City of Stonewall","Municipality","N/A"
"Stonewall","Stonewall Elementary School","School","N/A"
"Sweetwater","Robert Lee Street","Road/Street/Highway","N/A"
"Texarkana","Confederate Mothers Monument","Monument","1918"
"Tomball","Confederate Powder Mill Marker","Monument","1966"
"Tyler","Jeb Stuart Drive","Road/Street/Highway","N/A"
"Tyler","Jeff Davis Drive","Road/Street/Highway","N/A"
"Tyler","Hubbard Middle School","School","1964"
"Tyler","Robert E. Lee High School","School","1958"
"Vega","Oldham County","County","1881"
"Vernon","Confederate Monument","Monument/Courthouse","1916"
"Victoria","Confederate Flag","Flag","1912"
"Victoria","Confederate Monument","Monument","1912"
"Victoria","Robert E. Lee Road","Road/Street/Highway","N/A"
"Weatherford","Confederate Monument","Monument/Courthouse","1915"
"Multiple Locations","Jefferson Davis Highway","Road/Street/Highway","N/A"
